Atlas	Direct	PKN_filtering	Connect_all	Layer_types	Carnival_types	Steps_numbers	TopDown	Max_length1	Max_length1-2	Max_length1-3	Keep_only_connected	network_id	PKN_time	CARNIVAL_time	nodes	edges	n_components	clust_coeff	diameter	power_law_fit	longest_path_AMPK	longest_path_MTOR	longest_path_Perturbation	quantified_edges	significant_edges	carnival	computation_time	Precision	Recall	TP	FP	TN	RMSE
FALSE	TRUE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	4;2;FALSE	NA	Network3502	62.31	7.63	85	139	1	0.079	12	0.068	6	9	NA	28	18	vanilla_three_step	69.94	0.82	0.41	14	3	20	84.01680504168058
TRUE	FALSE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	4;2;FALSE	NA	Network3503	90.98	25.95	103	280	1	0.098	11	0.102	10	7	NA	36	27	vanilla_three_step	116.93	0.76	0.38	13	4	21	91.00833115637974
FALSE	FALSE	FALSE	FALSE	three	vanilla	three_step	NA	NA	NA	4;2;FALSE	NA	Network3504	63.47	10.29	89	154	1	0.075	15	0.091	11	9	NA	29	17	vanilla_three_step	73.75999999999999	0.84	0.47	16	3	18	80.65883679558226
TRUE	TRUE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3505	81	26.94	78	175	1	0.077	10	0.06	1	10	NA	34	25	vanilla_one_step	107.94	0.8	0.35	12	3	22	89.44271909999159
FALSE	TRUE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3506	57.67	6.87	78	173	1	0.117	13	0.069	11	8	NA	32	19	vanilla_one_step	64.54	0.79	0.44	15	4	19	91.7662935482247
TRUE	FALSE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3507	83.39999999999999	37.87	79	183	1	0.081	10	0.063	1	10	NA	35	26	vanilla_one_step	121.26999999999998	0.8	0.35	12	3	22	89.44271909999159
FALSE	FALSE	TRUE	TRUE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3508	59.19	7.38	83	183	1	0.124	13	0.06	11	8	NA	32	19	vanilla_one_step	66.57	0.79	0.44	15	4	19	91.7662935482247
TRUE	TRUE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3509	89.4	23.6	80	196	1	0.085	10	0.082	1	10	NA	38	27	vanilla_one_step	113	0.8	0.35	12	3	22	89.44271909999159
FALSE	TRUE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3510	63.6	7.41	85	159	1	0.062	13	0.109	9	12	NA	29	19	vanilla_one_step	71.01	0.78	0.41	14	4	20	94.28090415820634
TRUE	FALSE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3511	90.6	42.76	86	225	1	0.113	7	0.058	4	6	NA	43	28	vanilla_one_step	133.36	0.81	0.38	13	3	21	86.60254037844386
FALSE	FALSE	FALSE	TRUE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3512	65.4	11.36	82	166	1	0.118	10	0.068	9	8	NA	32	19	vanilla_one_step	76.76	0.78	0.41	14	4	20	94.28090415820634
TRUE	TRUE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3513	81	14.8	85	206	1	0.084	11	0.088	7	10	NA	32	22	vanilla_one_step	95.8	0.79	0.32	11	3	23	92.58200997725514
FALSE	TRUE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3514	57.06	5.2	84	153	1	0.059	13	0.062	9	5	NA	29	17	vanilla_one_step	62.260000000000005	0.82	0.41	14	3	20	85.96339850397344
TRUE	FALSE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3515	82.8	45.66	89	208	1	0.075	11	0.08	7	10	NA	31	20	vanilla_one_step	128.45999999999998	0.75	0.35	12	4	22	94.47254892295433
FALSE	FALSE	TRUE	FALSE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3516	58.72	3.45	83	147	1	0.081	18	0.07	11	11	NA	26	17	vanilla_one_step	62.17	0.82	0.41	14	3	20	84.01680504168058
TRUE	TRUE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3517	88.8	10.02	84	208	1	0.088	10	0.078	6	6	NA	34	24	vanilla_one_step	98.82	0.79	0.32	11	3	23	92.58200997725514
FALSE	TRUE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3518	62.400000000000006	4.18	79	141	1	0.093	8	0.071	2	5	NA	28	19	vanilla_one_step	66.58000000000001	0.82	0.41	14	3	20	84.01680504168058
TRUE	FALSE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3519	91.2	46.62	91	218	1	0.073	12	0.073	7	7	NA	33	22	vanilla_one_step	137.82	0.75	0.35	12	4	22	94.17536832951598
FALSE	FALSE	FALSE	FALSE	three	vanilla	one_step	FALSE	NA	NA	4;2;FALSE	NA	Network3520	64.80000000000001	13.06	89	166	1	0.081	19	0.086	13	6	NA	29	19	vanilla_one_step	77.86000000000001	0.84	0.47	16	3	18	81.15125578689138
TRUE	TRUE	TRUE	TRUE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3537	90	603.6	86	209	1	0.092	9	0.124	6	6	9	48	28	inverse	693.6	0.77	0.29	10	3	24	96.07689228305227
FALSE	TRUE	TRUE	TRUE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3538	62.400000000000006	79.2	77	145	1	0.093	9	0.053	6	6	9	30	16	inverse	141.60000000000002	0.79	0.32	11	3	23	92.58200997725514
TRUE	FALSE	TRUE	TRUE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3539	92.4	603	81	182	1	0.09	8	0.088	1	1	7	32	23	inverse	695.4	0.79	0.32	11	3	23	92.58200997725514
FALSE	FALSE	TRUE	TRUE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3540	66	277.2	81	149	1	0.104	10	0.049	7	6	10	29	17	inverse	343.2	0.73	0.32	11	4	23	104.70416879457552
TRUE	TRUE	FALSE	TRUE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3541	100.2	609.6	93	247	1	0.09	13	0.068	8	8	13	46	32	inverse	709.8000000000001	0.83	0.44	15	3	19	87.29119707289935
FALSE	TRUE	FALSE	TRUE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3542	69.6	325.79999999999995	80	146	1	0.1	7	0.074	5	5	7	19	11	inverse	395.4	0.77	0.29	10	3	24	96.07689228305227
TRUE	FALSE	FALSE	TRUE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3543	102	608.4000000000001	96	261	1	0.083	13	0.088	0	0	13	47	33	inverse	710.4000000000001	0.81	0.38	13	3	21	89.58333333333333
FALSE	FALSE	FALSE	TRUE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3544	72	93.6	91	171	1	0.067	15	0.08	0	2	15	33	18	inverse	165.6	0.79	0.32	11	3	23	92.58200997725514
TRUE	TRUE	TRUE	FALSE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3545	89.4	15.13	88	216	1	0.057	10	0.046	3	3	5	41	30	inverse	104.53	0.8	0.35	12	3	22	89.44271909999159
FALSE	TRUE	TRUE	FALSE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3546	63	9.67	81	154	1	0.058	6	0.047	4	4	6	21	12	inverse	72.67	0.79	0.32	11	3	23	92.58200997725514
TRUE	FALSE	TRUE	FALSE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3547	92.4	18.15	92	226	1	0.055	10	0.049	4	4	5	41	30	inverse	110.55	0.8	0.35	12	3	22	89.44271909999159
FALSE	FALSE	TRUE	FALSE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3548	64.80000000000001	13.83	81	157	1	0.059	6	0.039	4	4	6	21	12	inverse	78.63000000000001	0.79	0.32	11	3	23	92.58200997725514
TRUE	TRUE	FALSE	FALSE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3549	99	15.53	84	205	1	0.059	7	0.052	3	3	6	41	30	inverse	114.53	0.8	0.35	12	3	22	89.44271909999159
FALSE	TRUE	FALSE	FALSE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3550	69.6	21.08	90	171	1	0.023	10	0.034	4	4	8	27	13	inverse	90.68	0.77	0.29	10	3	24	96.07689228305227
TRUE	FALSE	FALSE	FALSE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3551	102	18.78	88	215	1	0.056	7	0.049	4	4	6	41	30	inverse	120.78	0.8	0.35	12	3	22	89.44271909999159
FALSE	FALSE	FALSE	FALSE	three	inverse	NA	NA	NA	NA	1;3;FALSE	NA	Network3552	73.2	70.19999999999999	93	184	1	0.032	10	0.025	4	4	8	28	13	inverse	143.39999999999998	0.77	0.29	10	3	24	96.07689228305227
TRUE	TRUE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3553	89.64	623.21	93	214	1	0.046	12	0.071	9	8	NA	54	39	vanilla_two_step	712.85	0.75	0.35	12	4	22	100
FALSE	TRUE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3554	63.09	18.72	100	293	1	0.103	13	0.093	8	8	NA	48	26	vanilla_two_step	81.81	0.74	0.41	14	5	20	102.59783520851542
TRUE	FALSE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3555	91.52	626.27	93	211	1	0.05	15	0.067	15	8	NA	52	37	vanilla_two_step	717.79	0.76	0.38	13	4	21	97.01425001453319
FALSE	FALSE	TRUE	TRUE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3556	65.02	18.92	90	232	1	0.083	12	0.07	9	8	NA	44	26	vanilla_two_step	83.94	0.74	0.41	14	5	20	102.59783520851542
TRUE	TRUE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3557	98.94	618.67	87	192	1	0.053	21	0.066	13	9	NA	49	35	vanilla_two_step	717.6099999999999	0.75	0.35	12	4	22	100
FALSE	TRUE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3558	70.9	35	103	357	1	0.108	13	0.093	8	6	NA	56	30	vanilla_two_step	105.9	0.74	0.41	14	5	20	95.76163861931865
TRUE	FALSE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3559	102.57	628.16	93	217	1	0.049	16	0.07	9	14	NA	55	41	vanilla_two_step	730.73	0.76	0.38	13	4	21	97.01425001453319
FALSE	FALSE	FALSE	TRUE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3560	72.35	51.9	102	265	1	0.069	12	0.099	4	8	NA	52	27	vanilla_two_step	124.25	0.78	0.41	14	4	20	94.59053029269172
TRUE	TRUE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3561	89.72	63.38	77	182	1	0.059	15	0.066	10	5	NA	42	25	vanilla_two_step	153.1	0.75	0.35	12	4	22	92.23915925462461
FALSE	TRUE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3562	61.97	5.5	47	80	1	0.077	12	0.137	12	6	NA	18	9	vanilla_two_step	67.47	0.87	0.38	13	2	21	73.02967433402215
TRUE	FALSE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3563	91.2	18.18	61	127	1	0.05	8	0.039	5	6	NA	31	23	vanilla_two_step	109.38	0.8	0.35	12	3	22	89.44271909999159
FALSE	FALSE	TRUE	FALSE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3564	64.74	6.13	47	82	1	0.077	12	0.122	12	6	NA	18	9	vanilla_two_step	70.86999999999999	0.87	0.38	13	2	21	73.02967433402215
TRUE	TRUE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3565	98.5	44.13	80	195	1	0.031	12	0.107	11	5	NA	47	32	vanilla_two_step	142.63	0.8	0.35	12	3	22	89.44271909999159
FALSE	TRUE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3566	69.6	6.11	49	85	1	0.077	12	0.111	12	6	NA	18	9	vanilla_two_step	75.71	0.87	0.38	13	2	21	73.02967433402215
TRUE	FALSE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3567	101.83	17.37	60	124	1	0.053	8	0.047	5	6	NA	31	23	vanilla_two_step	119.2	0.8	0.35	12	3	22	89.44271909999159
FALSE	FALSE	FALSE	FALSE	three	vanilla	two_step	NA	NA	NA	1;3;FALSE	NA	Network3568	72.02	6.81	49	87	1	0.077	12	0.105	12	6	NA	18	9	vanilla_two_step	78.83	0.87	0.38	13	2	21	73.02967433402215
TRUE	TRUE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	1;3;FALSE	NA	Network3569	92.55	856.52	107	426	1	0.096	12	0.072	6	6	NA	97	55	vanilla_three_step	949.07	0.74	0.41	14	5	20	98.75228178576299
FALSE	TRUE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	1;3;FALSE	NA	Network3570	62.92	31.23	104	359	1	0.102	10	0.06	8	6	NA	61	33	vanilla_three_step	94.15	0.75	0.44	15	5	19	101.37139307578859
TRUE	FALSE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	1;3;FALSE	NA	Network3571	92.64	1076.15	122	448	1	0.075	10	0.082	8	6	NA	97	66	vanilla_three_step	1168.7900000000002	0.72	0.38	13	5	21	97.96460199636245
FALSE	FALSE	TRUE	TRUE	three	vanilla	three_step	NA	NA	NA	1;3;FALSE	NA	Network3572	63.86	35.73	97	301	1	0.08	10	0.061	8	6	NA	56	32	vanilla_three_step	99.59	0.75	0.44	15	5	19	101.25964355920455
TRUE	TRUE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	1;3;FALSE	NA	Network3573	98.64	807.98	137	552	1	0.064	16	0.05	11	9	NA	96	60	vanilla_three_step	906.62	0.74	0.41	14	5	20	96.21939021128526
FALSE	TRUE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	1;3;FALSE	NA	Network3574	69.51	46.36	106	425	1	0.109	10	0.1	8	5	NA	69	37	vanilla_three_step	115.87	0.75	0.44	15	5	19	94.80472664181977
TRUE	FALSE	FALSE	TRUE	three	vanilla	three_step	NA	NA	NA	1;3;FALSE	NA	Network3575	102.1	1189.02	114	391	1	0.055	14	0.071	9	8	NA	82	59	vanilla_three_step	1291.12	0.78	0.41	14	4	20	89.42190882427963
