Atlas	Direct	PKN_filtering	Connect_all	Layer_types	Carnival_types	Steps_numbers	TopDown	Max_length1	Max_length1-2	Max_length1-3	Keep_only_connected	network_id	PKN_time	CARNIVAL_time	nodes	edges	n_components	clust_coeff	diameter	power_law_fit	longest_path_AMPK	longest_path_MTOR	longest_path_Perturbation	quantified_edges	significant_edges	carnival	computation_time	Precision	Recall	TP	FP	TN	RMSE
FALSE	FALSE	FALSE	TRUE	two	vanilla	three_step	NA	NA	2;1	NA	NA	Network536	13.42	2.91	41	94	1	0.087	8	0.104	4	5	NA	23	13	vanilla_three_step	16.33	0.62	0.24	8	5	26	115.14742103681077
TRUE	TRUE	TRUE	FALSE	two	vanilla	three_step	NA	NA	2;1	NA	NA	Network537	16.31	2.68	47	85	1	0.094	4	0.084	4	3	NA	16	12	vanilla_three_step	18.99	0.87	0.38	13	2	21	75
FALSE	TRUE	TRUE	FALSE	two	vanilla	three_step	NA	NA	2;1	NA	NA	Network538	12.07	1.97	31	40	1	0.108	3	0.06	2	3	NA	12	9	vanilla_three_step	14.04	0.92	0.35	12	1	22	59.76143046671968
TRUE	FALSE	TRUE	FALSE	two	vanilla	three_step	NA	NA	2;1	NA	NA	Network539	16.66	2.55	47	85	1	0.094	4	0.084	4	3	NA	16	12	vanilla_three_step	19.21	0.87	0.38	13	2	21	75
FALSE	FALSE	TRUE	FALSE	two	vanilla	three_step	NA	NA	2;1	NA	NA	Network540	12.4	2.14	31	40	1	0.108	3	0.06	2	3	NA	12	9	vanilla_three_step	14.54	0.92	0.35	12	1	22	59.76143046671968
TRUE	TRUE	FALSE	FALSE	two	vanilla	three_step	NA	NA	2;1	NA	NA	Network541	17.62	3	49	91	1	0.086	4	0.075	4	3	NA	17	13	vanilla_three_step	20.62	0.87	0.38	13	2	21	75
FALSE	TRUE	FALSE	FALSE	two	vanilla	three_step	NA	NA	2;1	NA	NA	Network542	13.2	2.14	31	40	1	0.108	3	0.06	2	3	NA	12	9	vanilla_three_step	15.34	0.92	0.35	12	1	22	59.76143046671968
TRUE	FALSE	FALSE	FALSE	two	vanilla	three_step	NA	NA	2;1	NA	NA	Network543	18	2.5	49	91	1	0.086	4	0.075	4	3	NA	17	13	vanilla_three_step	20.5	0.87	0.38	13	2	21	75
FALSE	FALSE	FALSE	FALSE	two	vanilla	three_step	NA	NA	2;1	NA	NA	Network544	13.14	2.39	31	40	1	0.108	3	0.06	2	3	NA	12	9	vanilla_three_step	15.53	0.92	0.35	12	1	22	59.76143046671968
TRUE	TRUE	TRUE	TRUE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network545	16.42	1.36	47	121	1	0.151	5	0.106	3	4	NA	26	17	vanilla_one_step	17.78	0.81	0.38	13	3	21	86.60254037844386
FALSE	TRUE	TRUE	TRUE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network546	11.97	0.9	33	57	1	0.091	5	0.099	2	3	NA	14	8	vanilla_one_step	12.87	0.93	0.41	14	1	20	51.63977794943222
TRUE	FALSE	TRUE	TRUE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network547	17.21	1.41	38	89	1	0.216	5	0.088	1	4	NA	17	13	vanilla_one_step	18.62	0.86	0.35	12	2	22	75.59289460184544
FALSE	FALSE	TRUE	TRUE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network548	12.41	0.97	33	57	1	0.091	5	0.099	2	3	NA	14	8	vanilla_one_step	13.38	0.93	0.41	14	1	20	51.63977794943222
TRUE	TRUE	FALSE	TRUE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network549	18.16	1.24	49	124	1	0.147	5	0.113	3	4	NA	27	18	vanilla_one_step	19.4	0.81	0.38	13	3	21	86.60254037844386
FALSE	TRUE	FALSE	TRUE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network550	13.66	0.95	30	52	1	0.087	5	0.066	2	3	NA	13	8	vanilla_one_step	14.61	1	0.41	14	0	20	0
TRUE	FALSE	FALSE	TRUE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network551	18.53	1.41	51	132	1	0.145	5	0.064	3	4	NA	27	18	vanilla_one_step	19.94	0.81	0.38	13	3	21	86.60254037844386
FALSE	FALSE	FALSE	TRUE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network552	13.31	1.03	30	52	1	0.087	5	0.066	2	3	NA	13	8	vanilla_one_step	14.34	1	0.41	14	0	20	0
TRUE	TRUE	TRUE	FALSE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network553	16.52	0.97	53	103	1	0.093	3	0.081	3	3	NA	19	14	vanilla_one_step	17.49	0.84	0.47	16	3	18	79.47194142390263
FALSE	TRUE	TRUE	FALSE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network554	12.01	0.72	35	51	1	0.078	3	0.118	2	3	NA	14	10	vanilla_one_step	12.73	0.94	0.44	15	1	19	50
TRUE	FALSE	TRUE	FALSE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network555	16.78	1.1	53	103	1	0.093	3	0.081	3	3	NA	19	14	vanilla_one_step	17.880000000000003	0.84	0.47	16	3	18	79.47194142390263
FALSE	FALSE	TRUE	FALSE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network556	12.19	0.83	35	51	1	0.078	3	0.118	2	3	NA	14	10	vanilla_one_step	13.02	0.94	0.44	15	1	19	50
TRUE	TRUE	FALSE	FALSE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network557	18.24	1.11	55	107	1	0.09	3	0.076	3	3	NA	20	15	vanilla_one_step	19.35	0.84	0.47	16	3	18	79.47194142390263
FALSE	TRUE	FALSE	FALSE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network558	12.66	0.82	35	51	1	0.078	3	0.118	2	3	NA	14	10	vanilla_one_step	13.48	0.94	0.44	15	1	19	50
TRUE	FALSE	FALSE	FALSE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network559	18.14	1.09	55	107	1	0.09	3	0.076	3	3	NA	20	15	vanilla_one_step	19.23	0.84	0.47	16	3	18	79.47194142390263
FALSE	FALSE	FALSE	FALSE	two	vanilla	one_step	FALSE	NA	2;1	NA	NA	Network560	13.04	0.83	35	51	1	0.078	3	0.118	2	3	NA	14	10	vanilla_one_step	13.87	0.94	0.44	15	1	19	50
TRUE	TRUE	TRUE	TRUE	two	inverse	NA	NA	NA	3;1	NA	NA	Network577	17.73	67.2	76	169	1	0.114	10	0.119	6	9	7	34	22	inverse	84.93	0.67	0.29	10	5	24	115.47005383792515
FALSE	TRUE	TRUE	TRUE	two	inverse	NA	NA	NA	3;1	NA	NA	Network578	12.59	2.62	58	93	1	0.089	8	0.107	1	1	8	18	8	inverse	15.21	0.92	0.32	11	1	23	57.735026918962575
TRUE	FALSE	TRUE	TRUE	two	inverse	NA	NA	NA	3;1	NA	NA	Network579	17.73	59.54	77	175	1	0.128	8	0.072	6	1	8	28	19	inverse	77.27	0.76	0.38	13	4	21	97.01425001453319
FALSE	FALSE	TRUE	TRUE	two	inverse	NA	NA	NA	3;1	NA	NA	Network580	12.91	3.13	57	90	1	0.089	8	0.111	1	1	8	18	8	inverse	16.04	0.92	0.32	11	1	23	57.735026918962575
TRUE	TRUE	FALSE	TRUE	two	inverse	NA	NA	NA	3;1	NA	NA	Network581	18.99	52.33	77	168	1	0.112	11	0.063	10	9	8	36	24	inverse	71.32	0.69	0.26	9	4	25	110.94003924504582
FALSE	TRUE	FALSE	TRUE	two	inverse	NA	NA	NA	3;1	NA	NA	Network582	13.38	33.58	3	3	1	0	2	0.264	1	1	2	0	0	inverse	46.96	0	0	0	1	34	0
TRUE	FALSE	FALSE	TRUE	two	inverse	NA	NA	NA	3;1	NA	NA	Network583	19.61	71.39999999999999	77	175	1	0.128	8	0.072	6	1	8	28	19	inverse	91.01	0.76	0.38	13	4	21	97.01425001453319
FALSE	FALSE	FALSE	TRUE	two	inverse	NA	NA	NA	3;1	NA	NA	Network584	14	107.4	43	56	1	0.059	9	0.05	4	4	9	6	4	inverse	121.4	1	0.32	11	0	23	15.07556722888818
FALSE	TRUE	TRUE	FALSE	two	inverse	NA	NA	NA	3;1	NA	NA	Network586	12.34	0.86	15	16	1	0	4	0.103	0	0	4	1	0	inverse	13.2	0.5	0.03	1	1	33	141.4213562373095
FALSE	FALSE	TRUE	FALSE	two	inverse	NA	NA	NA	3;1	NA	NA	Network588	12.64	0.85	15	16	1	0	4	0.103	0	0	4	1	0	inverse	13.49	0.5	0.03	1	1	33	141.4213562373095
TRUE	TRUE	FALSE	FALSE	two	inverse	NA	NA	NA	3;1	NA	NA	Network589	18.46	1.3	5	7	1	0	2	0.129	0	0	2	0	0	inverse	19.76	0	0	0	1	34	0
FALSE	TRUE	FALSE	FALSE	two	inverse	NA	NA	NA	3;1	NA	NA	Network590	13.19	0.83	3	3	1	0	2	0.264	1	1	2	0	0	inverse	14.02	0	0	0	1	34	0
FALSE	FALSE	FALSE	FALSE	two	inverse	NA	NA	NA	3;1	NA	NA	Network592	13.57	1.03	16	16	1	0	7	0.088	0	0	7	1	0	inverse	14.6	0.5	0.03	1	1	33	141.4213562373095
TRUE	TRUE	TRUE	TRUE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network593	17.17	14.32	86	218	1	0.096	12	0.061	10	5	NA	37	26	vanilla_two_step	31.49	0.78	0.41	14	4	20	94.28090415820634
FALSE	TRUE	TRUE	TRUE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network594	12.96	3.55	62	109	1	0.099	8	0.064	6	7	NA	24	15	vanilla_two_step	16.51	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	TRUE	TRUE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network595	17.9	11.86	85	211	1	0.083	11	0.069	10	6	NA	36	26	vanilla_two_step	29.76	0.78	0.41	14	4	20	94.28090415820634
FALSE	FALSE	TRUE	TRUE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network596	13.15	3.83	63	111	1	0.098	8	0.065	6	7	NA	24	15	vanilla_two_step	16.98	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	FALSE	TRUE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network597	19.09	15.98	86	215	1	0.103	12	0.07	10	5	NA	37	26	vanilla_two_step	35.07	0.78	0.41	14	4	20	94.28090415820634
FALSE	TRUE	FALSE	TRUE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network598	15.09	4.35	64	113	1	0.097	8	0.071	6	7	NA	25	16	vanilla_two_step	19.44	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	FALSE	TRUE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network599	19.63	12.86	87	213	1	0.099	12	0.066	10	6	NA	36	26	vanilla_two_step	32.489999999999995	0.78	0.41	14	4	20	94.28090415820634
FALSE	FALSE	FALSE	TRUE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network600	14.07	4.89	67	116	1	0.083	10	0.066	8	7	NA	25	16	vanilla_two_step	18.96	0.88	0.44	15	2	19	69.66305460192359
TRUE	TRUE	TRUE	FALSE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network601	17.36	5.64	91	186	1	0.018	4	0.065	4	3	NA	27	19	vanilla_two_step	23	0.84	0.47	16	3	18	80
FALSE	TRUE	TRUE	FALSE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network602	12.5	2.39	73	109	1	0.041	6	0.052	6	4	NA	22	14	vanilla_two_step	14.89	0.88	0.44	15	2	19	72.43558228002944
TRUE	FALSE	TRUE	FALSE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network603	17.08	13.41	97	219	1	0.033	4	0.08	4	3	NA	29	21	vanilla_two_step	30.49	0.89	0.5	17	2	17	65.89465276604692
FALSE	FALSE	TRUE	FALSE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network604	12.89	2.58	73	109	1	0.041	6	0.052	6	4	NA	22	14	vanilla_two_step	15.47	0.88	0.44	15	2	19	72.43558228002944
FALSE	TRUE	FALSE	FALSE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network606	13.28	2.81	76	115	1	0.039	6	0.068	6	4	NA	23	15	vanilla_two_step	16.09	0.88	0.44	15	2	19	71.68604389202189
TRUE	FALSE	FALSE	FALSE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network607	18.77	13.81	97	222	1	0.034	4	0.059	4	3	NA	31	21	vanilla_two_step	32.58	0.89	0.5	17	2	17	65.89465276604692
FALSE	FALSE	FALSE	FALSE	two	vanilla	two_step	NA	NA	3;1	NA	NA	Network608	13.68	3.25	80	120	1	0.039	6	0.064	6	4	NA	23	15	vanilla_two_step	16.93	0.89	0.5	17	2	17	68.92024376045111
TRUE	TRUE	TRUE	TRUE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network609	17.2	24.3	90	297	1	0.108	11	0.097	6	5	NA	48	32	vanilla_three_step	41.5	0.78	0.41	14	4	20	96.2415941495383
FALSE	TRUE	TRUE	TRUE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network610	12.89	5.77	63	124	1	0.104	16	0.06	14	7	NA	26	16	vanilla_three_step	18.66	0.88	0.41	14	2	20	72.41643891410293
TRUE	FALSE	TRUE	TRUE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network611	17.84	19.37	88	266	1	0.099	11	0.053	7	6	NA	47	30	vanilla_three_step	37.21	0.78	0.41	14	4	20	96.08256559038607
FALSE	FALSE	TRUE	TRUE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network612	13.19	5.85	65	140	1	0.101	15	0.06	13	7	NA	29	17	vanilla_three_step	19.04	0.88	0.41	14	2	20	72.2841614740048
TRUE	TRUE	FALSE	TRUE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network613	19	26.67	93	317	1	0.109	13	0.064	12	5	NA	58	41	vanilla_three_step	45.67	0.79	0.44	15	4	19	93.2501021257282
FALSE	TRUE	FALSE	TRUE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network614	13.94	6.4	65	128	1	0.102	15	0.065	13	7	NA	27	17	vanilla_three_step	20.34	0.88	0.41	14	2	20	72.41643891410293
TRUE	FALSE	FALSE	TRUE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network615	19.47	20.47	93	293	1	0.106	13	0.052	12	6	NA	58	40	vanilla_three_step	39.94	0.79	0.44	15	4	19	93.11186325569567
FALSE	FALSE	FALSE	TRUE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network616	14.12	7.07	69	133	1	0.087	17	0.054	15	7	NA	27	17	vanilla_three_step	21.19	0.88	0.44	15	2	19	71.16674702663416
TRUE	TRUE	TRUE	FALSE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network617	17.27	6.85	92	191	1	0.031	5	0.093	4	4	NA	27	18	vanilla_three_step	24.119999999999997	0.83	0.44	15	3	19	85.0042998568428
FALSE	TRUE	TRUE	FALSE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network618	12.69	3.77	73	113	1	0.055	6	0.038	5	5	NA	23	15	vanilla_three_step	16.46	0.88	0.44	15	2	19	75.31441297964909
TRUE	FALSE	TRUE	FALSE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network619	17.36	15.14	98	229	1	0.041	5	0.11	4	4	NA	29	20	vanilla_three_step	32.5	0.89	0.47	16	2	18	71.7624818492894
FALSE	FALSE	TRUE	FALSE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network620	12.82	3.75	74	115	1	0.053	6	0.032	5	5	NA	23	15	vanilla_three_step	16.57	0.88	0.44	15	2	19	75.05142270059054
FALSE	TRUE	FALSE	FALSE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network622	13.15	4	76	120	1	0.053	6	0.055	5	5	NA	24	16	vanilla_three_step	17.15	0.88	0.44	15	2	19	74.59380745820066
TRUE	FALSE	FALSE	FALSE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network623	18.57	15.46	98	232	1	0.042	5	0.099	4	4	NA	31	20	vanilla_three_step	34.03	0.89	0.47	16	2	18	71.7624818492894
FALSE	FALSE	FALSE	FALSE	two	vanilla	three_step	NA	NA	3;1	NA	NA	Network624	14.46	4.6	81	127	1	0.05	6	0.037	5	5	NA	24	16	vanilla_three_step	19.06	0.89	0.5	17	2	17	71.39483330201298
TRUE	TRUE	TRUE	TRUE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network625	17.31	16.23	73	149	1	0.109	6	0.094	2	5	NA	23	18	vanilla_one_step	33.54	0.73	0.32	11	4	23	103.27955589886444
FALSE	TRUE	TRUE	TRUE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network626	12.64	2.11	62	118	1	0.114	9	0.057	6	8	NA	23	15	vanilla_one_step	14.75	0.88	0.44	15	2	19	68.59943405700353
TRUE	FALSE	TRUE	TRUE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network627	18.15	18.64	68	146	1	0.106	8	0.073	1	5	NA	24	17	vanilla_one_step	36.79	0.81	0.38	13	3	21	86.60254037844386
FALSE	FALSE	TRUE	TRUE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network628	13	2.48	61	111	1	0.113	7	0.059	6	4	NA	23	15	vanilla_one_step	15.48	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	FALSE	TRUE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network629	18.9	15.73	74	154	1	0.107	6	0.08	2	5	NA	24	19	vanilla_one_step	34.629999999999995	0.73	0.32	11	4	23	103.27955589886444
FALSE	TRUE	FALSE	TRUE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network630	13.5	2.72	63	120	1	0.113	9	0.055	6	8	NA	24	16	vanilla_one_step	16.22	0.88	0.44	15	2	19	68.59943405700353
TRUE	FALSE	FALSE	TRUE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network631	19.36	11.83	79	181	1	0.135	9	0.086	7	7	NA	32	22	vanilla_one_step	31.19	0.78	0.41	14	4	20	94.28090415820634
FALSE	FALSE	FALSE	TRUE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network632	14.05	3.55	66	125	1	0.107	9	0.071	6	8	NA	24	16	vanilla_one_step	17.6	0.89	0.47	16	2	18	67.700320038633
TRUE	TRUE	TRUE	FALSE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network633	17.05	7.35	95	191	1	0.023	5	0.101	4	4	NA	31	21	vanilla_one_step	24.4	0.82	0.41	14	3	20	84.5750623793479
FALSE	TRUE	TRUE	FALSE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network634	12.31	1.68	71	96	1	0.022	6	0.046	6	5	NA	19	12	vanilla_one_step	13.99	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	TRUE	FALSE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network635	17.32	14.97	101	221	1	0.034	5	0.102	4	4	NA	33	21	vanilla_one_step	32.29	0.83	0.44	15	3	19	82.49579113843055
FALSE	FALSE	TRUE	FALSE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network636	12.48	1.76	71	96	1	0.022	6	0.046	6	5	NA	19	12	vanilla_one_step	14.24	0.88	0.41	14	2	20	70.71067811865476
TRUE	TRUE	FALSE	FALSE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network637	18.4	7.92	95	194	1	0.023	5	0.106	4	4	NA	31	21	vanilla_one_step	26.32	0.82	0.41	14	3	20	84.5750623793479
FALSE	TRUE	FALSE	FALSE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network638	13.05	1.54	73	99	1	0.021	6	0.055	6	5	NA	19	12	vanilla_one_step	14.59	0.88	0.41	14	2	20	70.71067811865476
TRUE	FALSE	FALSE	FALSE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network639	19	9.87	97	209	1	0.036	5	0.096	4	4	NA	31	21	vanilla_one_step	28.869999999999997	0.83	0.44	15	3	19	82.42976808572658
FALSE	FALSE	FALSE	FALSE	two	vanilla	one_step	FALSE	NA	3;1	NA	NA	Network640	14.41	2.25	77	106	1	0.026	7	0.044	6	5	NA	19	12	vanilla_one_step	16.66	0.89	0.47	16	2	18	67.700320038633
TRUE	TRUE	TRUE	TRUE	two	inverse	NA	NA	NA	4;1	NA	NA	Network657	18.62	602.4	85	193	1	0.118	11	0.074	1	1	11	47	31	inverse	621.02	0.77	0.29	10	3	24	96.07689228305227
FALSE	TRUE	TRUE	TRUE	two	inverse	NA	NA	NA	4;1	NA	NA	Network658	13.19	601.1999999999999	41	47	1	0.071	11	0.065	5	5	11	7	5	inverse	614.39	1	0.32	11	0	23	0
TRUE	FALSE	TRUE	TRUE	two	inverse	NA	NA	NA	4;1	NA	NA	Network659	18.17	601.8	87	179	1	0.108	10	0.085	4	6	10	39	25	inverse	619.9699999999999	0.64	0.26	9	5	25	119.52286093343936
FALSE	FALSE	TRUE	TRUE	two	inverse	NA	NA	NA	4;1	NA	NA	Network660	13.47	601.1999999999999	49	57	1	0.059	11	0.046	6	5	11	7	5	inverse	614.67	1	0.29	10	0	24	0
TRUE	TRUE	FALSE	TRUE	two	inverse	NA	NA	NA	4;1	NA	NA	Network661	19.13	602.4	85	170	1	0.109	13	0.107	12	3	10	36	23	inverse	621.53	0.64	0.26	9	5	25	119.52286093343936
FALSE	TRUE	FALSE	TRUE	two	inverse	NA	NA	NA	4;1	NA	NA	Network662	14.02	601.1999999999999	41	46	1	0.076	11	0.078	5	3	11	7	6	inverse	615.2199999999999	0.33	0.09	3	6	31	163.29931618554522
TRUE	FALSE	FALSE	TRUE	two	inverse	NA	NA	NA	4;1	NA	NA	Network663	20.1	602.4	90	189	1	0.101	11	0.077	9	8	8	40	24	inverse	622.5	0.64	0.26	9	5	25	119.52286093343936
FALSE	FALSE	FALSE	TRUE	two	inverse	NA	NA	NA	4;1	NA	NA	Network664	14.59	601.1999999999999	54	67	1	0.056	9	0.045	5	5	9	8	6	inverse	615.79	0.85	0.32	11	2	23	78.44645405527362
TRUE	TRUE	TRUE	FALSE	two	inverse	NA	NA	NA	4;1	NA	NA	Network665	17.39	1.8	5	7	1	0	2	0.129	0	0	2	0	0	inverse	19.19	0	0	0	1	34	0
FALSE	TRUE	TRUE	FALSE	two	inverse	NA	NA	NA	4;1	NA	NA	Network666	13.73	1.26	14	14	1	0	6	0.114	1	1	6	5	3	inverse	14.99	0	0	0	2	34	200
TRUE	FALSE	TRUE	FALSE	two	inverse	NA	NA	NA	4;1	NA	NA	Network667	17.74	1.65	5	7	1	0	2	0.129	0	0	2	0	0	inverse	19.389999999999997	0	0	0	1	34	0
FALSE	FALSE	TRUE	FALSE	two	inverse	NA	NA	NA	4;1	NA	NA	Network668	12.9	1.33	26	29	1	0	6	0.061	1	1	6	7	5	inverse	14.23	0	0	0	2	34	200
TRUE	TRUE	FALSE	FALSE	two	inverse	NA	NA	NA	4;1	NA	NA	Network669	18.63	1.8	5	7	1	0	2	0.129	0	0	2	0	0	inverse	20.43	0	0	0	1	34	0
FALSE	TRUE	FALSE	FALSE	two	inverse	NA	NA	NA	4;1	NA	NA	Network670	14.52	1.07	14	14	1	0	6	0.114	1	1	6	5	3	inverse	15.59	0	0	0	2	34	200
TRUE	FALSE	FALSE	FALSE	two	inverse	NA	NA	NA	4;1	NA	NA	Network671	19.24	1.82	5	7	1	0	2	0.129	0	0	2	0	0	inverse	21.06	0	0	0	1	34	0
FALSE	FALSE	FALSE	FALSE	two	inverse	NA	NA	NA	4;1	NA	NA	Network672	14.15	1.22	34	33	1	0	8	0.086	0	0	8	10	6	inverse	15.37	0.33	0.03	1	2	33	163.29931618554522
TRUE	TRUE	TRUE	TRUE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network673	17.48	51.3	98	277	1	0.101	13	0.062	1	7	NA	52	35	vanilla_two_step	68.78	0.72	0.38	13	5	21	105.40925533894598
FALSE	TRUE	TRUE	TRUE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network674	13.42	9.59	93	167	1	0.054	12	0.071	7	9	NA	34	23	vanilla_two_step	23.01	0.81	0.38	13	3	21	86.60254037844386
TRUE	FALSE	TRUE	TRUE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network675	18.09	49.56	108	315	1	0.089	14	0.101	10	7	NA	58	38	vanilla_two_step	67.65	0.78	0.41	14	4	20	94.28090415820634
FALSE	FALSE	TRUE	TRUE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network676	13.96	8.36	93	183	1	0.102	11	0.057	7	8	NA	35	23	vanilla_two_step	22.32	0.81	0.38	13	3	21	86.60254037844386
TRUE	TRUE	FALSE	TRUE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network677	19.23	87.28	109	338	1	0.081	12	0.094	1	6	NA	57	37	vanilla_two_step	106.51	0.72	0.38	13	5	21	107.47635398852468
FALSE	TRUE	FALSE	TRUE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network678	14.01	10.62	92	172	1	0.05	11	0.071	9	9	NA	34	23	vanilla_two_step	24.63	0.81	0.38	13	3	21	86.60254037844386
TRUE	FALSE	FALSE	TRUE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network679	19.47	44.95	108	307	1	0.094	13	0.084	10	5	NA	52	35	vanilla_two_step	64.42	0.78	0.41	14	4	20	94.28090415820634
FALSE	FALSE	FALSE	TRUE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network680	14.71	9.12	94	189	1	0.09	15	0.073	8	8	NA	35	23	vanilla_two_step	23.83	0.81	0.38	13	3	21	86.60254037844386
TRUE	TRUE	TRUE	FALSE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network681	17.7	22.27	106	241	1	0.03	5	0.056	4	4	NA	42	27	vanilla_two_step	39.97	0.89	0.5	17	2	17	65.85510410622783
FALSE	TRUE	TRUE	FALSE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network682	12.88	6.83	105	155	1	0.037	6	0.068	4	6	NA	36	24	vanilla_two_step	19.71	0.88	0.44	15	2	19	68.59943405700353
TRUE	FALSE	TRUE	FALSE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network683	17.68	21.75	106	241	1	0.03	5	0.056	4	4	NA	42	27	vanilla_two_step	39.43	0.89	0.5	17	2	17	65.89465276604692
FALSE	FALSE	TRUE	FALSE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network684	13.44	7.19	108	163	1	0.038	7	0.047	4	6	NA	38	25	vanilla_two_step	20.63	0.83	0.44	15	3	19	81.64965809277261
TRUE	TRUE	FALSE	FALSE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network685	18.68	23.68	106	244	1	0.031	5	0.075	4	4	NA	40	27	vanilla_two_step	42.36	0.89	0.5	17	2	17	65.89465276604692
FALSE	TRUE	FALSE	FALSE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network686	13.71	4.52	102	153	1	0.038	6	0.065	4	6	NA	37	25	vanilla_two_step	18.23	0.88	0.44	15	2	19	68.59943405700353
TRUE	FALSE	FALSE	FALSE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network687	19.06	22.88	106	244	1	0.031	5	0.075	4	4	NA	40	27	vanilla_two_step	41.94	0.89	0.5	17	2	17	65.89465276604692
FALSE	FALSE	FALSE	FALSE	two	vanilla	two_step	NA	NA	4;1	NA	NA	Network688	14.22	6.02	110	168	1	0.038	7	0.04	5	6	NA	39	26	vanilla_two_step	20.24	0.85	0.5	17	3	17	78.26237921249263
